,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Sem_6,Sem_7,Sem_8
47,58.28571429,76.28571429,69.28571429,75.57142857,68.57142857,79.71428571,68.71428571,65.85714286
48,61.71428571,77.0,70.0,60.14285714,60.0,73.42857143,78.42857143,71.57142857
49,58.0,62.0,69.0,53.14285714,69.0,74.42857143,58.85714286,51.0
50,76.42857143,71.0,57.71428571,58.57142857,89.85714286,67.0,74.85714286,64.14285714
51,62.28571429,72.14285714,68.14285714,75.14285714,64.28571429,63.0,69.71428571,72.42857143
52,64.71428571,76.28571429,74.14285714,88.57142857,58.85714286,73.0,79.0,66.42857143
53,84.14285714,70.71428571,68.0,60.28571429,68.85714286,77.42857143,72.28571429,69.14285714
54,65.85714286,65.85714286,59.42857143,59.42857143,78.42857143,78.42857143,69.14285714,69.14285714
55,75.14285714,75.14285714,67.33333333,67.33333333,78.14285714,78.14285714,70.71428571,70.71428571
56,68.85714286,69.71428571,65.6,69.57142857,67.14285714,74.42857143,77.0,63.42857143
57,61.85714286,59.28571429,67.42857143,68.85714286,69.16666667,70.71428571,70.57142857,80.14285714
58,78.14285714,65.57142857,81.42857143,77.85714286,78.0,73.0,79.57142857,69.42857143
59,61.71428571,76.85714286,74.42857143,62.71428571,82.71428571,79.42857143,80.0,72.42857143
60,73.57142857,65.33333333,54.71428571,56.14285714,67.42857143,69.0,64.57142857,66.66666667
61,46.0,73.14285714,70.57142857,67.28571429,78.66666667,59.28571429,74.0,74.0
62,61.42857143,73.57142857,75.28571429,73.0,74.33333333,62.57142857,70.14285714,72.57142857
63,72.42857143,67.57142857,70.14285714,74.66666667,62.71428571,72.28571429,60.71428571,76.57142857
64,70.85714286,70.28571429,80.71428571,75.66666667,65.57142857,73.57142857,75.85714286,75.66666667
65,61.0,76.42857143,78.14285714,58.28571429,79.0,70.0,71.85714286,74.57142857
66,59.14285714,73.28571429,76.57142857,67.85714286,69.28571429,63.71428571,80.57142857,63.14285714
67,68.83333333,74.14285714,76.14285714,78.85714286,66.85714286,70.5,65.14285714,66.71428571
68,73.71428571,75.57142857,60.28571429,74.0,67.28571429,75.85714286,75.71428571,74.57142857
69,66.28571429,74.71428571,77.85714286,60.66666667,76.85714286,78.85714286,73.85714286,81.85714286
70,79.14285714,71.85714286,69.14285714,66.16666667,56.71428571,77.14285714,77.42857143,66.28571429
71,75.42857143,59.0,69.85714286,72.57142857,72.28571429,70.28571429,73.0,68.5
72,75.14285714,68.85714286,70.8,64.57142857,59.57142857,71.71428571,66.16666667,70.42857143
73,75.0,56.57142857,74.85714286,65.33333333,73.57142857,69.71428571,83.85714286,61.33333333
74,65.57142857,80.16666667,63.42857143,68.28571429,78.42857143,72.14285714,81.85714286,74.28571429
75,83.85714286,61.14285714,82.14285714,61.28571429,75.14285714,75.14285714,66.33333333,83.57142857
76,73.14285714,67.0,76.0,80.14285714,66.14285714,69.28571429,66.66666667,74.28571429
77,68.28571429,71.42857143,74.0,68.57142857,74.42857143,85.71428571,65.71428571,57.28571429
78,72.0,68.71428571,74.28571429,75.5,64.14285714,73.0,67.42857143,76.14285714
79,70.42857143,71.57142857,73.14285714,64.42857143,58.71428571,86.14285714,79.0,58.71428571
80,67.71428571,76.42857143,68.85714286,67.85714286,78.83333333,56.14285714,76.57142857,72.28571429
81,70.42857143,71.42857143,67.57142857,71.0,68.85714286,65.71428571,63.42857143,74.57142857
82,72.0,75.14285714,66.71428571,78.42857143,70.42857143,72.14285714,70.57142857,69.0
83,73.28571429,69.0,80.14285714,82.0,58.0,62.28571429,70.0,60.0
84,80.0,78.42857143,63.14285714,60.85714286,76.42857143,65.0,72.85714286,80.57142857
85,62.14285714,58.85714286,82.28571429,72.57142857,68.85714286,71.57142857,65.57142857,68.85714286
86,59.28571429,81.71428571,53.85714286,74.71428571,71.71428571,66.0,75.42857143,80.57142857
87,62.42857143,74.85714286,66.42857143,69.66666667,79.71428571,67.57142857,70.71428571,71.0
88,74.85714286,68.57142857,68.57142857,70.28571429,64.0,83.14285714,70.85714286,58.14285714
89,68.33333333,81.71428571,71.71428571,68.6,73.0,57.71428571,81.14285714,67.85714286
90,69.0,77.85714286,76.14285714,73.14285714,72.5,80.14285714,77.71428571,61.83333333
91,81.71428571,72.85714286,64.14285714,58.85714286,56.57142857,63.71428571,73.0,60.42857143
92,74.85714286,76.14285714,72.14285714,59.28571429,77.16666667,67.42857143,74.71428571,78.42857143
93,63.14285714,66.85714286,66.14285714,67.28571429,76.0,63.42857143,68.0,68.16666667
94,60.71428571,53.0,70.16666667,59.28571429,62.42857143,68.28571429,72.28571429,66.0
95,61.71428571,65.85714286,68.57142857,72.0,63.42857143,54.57142857,73.5,73.85714286
96,79.71428571,76.0,70.28571429,81.71428571,66.16666667,68.42857143,74.0,73.71428571
97,64.85714286,58.28571429,74.0,65.71428571,62.0,74.57142857,63.85714286,66.42857143
98,78.85714286,70.14285714,83.16666667,69.57142857,68.71428571,70.0,70.14285714,71.42857143
99,65.42857143,68.14285714,62.42857143,67.83333333,70.14285714,77.28571429,78.16666667,62.71428571
100,68.28571429,69.42857143,82.14285714,78.66666667,77.42857143,71.71428571,60.28571429,71.57142857
101,63.33333333,78.14285714,65.0,67.42857143,64.42857143,62.42857143,52.42857143,72.42857143
102,78.42857143,77.0,60.14285714,78.14285714,88.42857143,63.28571429,68.85714286,65.14285714
103,56.57142857,84.16666667,61.57142857,80.14285714,81.16666667,83.42857143,75.33333333,58.85714286
104,71.14285714,79.28571429,74.0,69.14285714,71.5,68.28571429,77.66666667,78.71428571
105,76.5,68.42857143,65.0,83.0,77.85714286,75.28571429,67.57142857,70.71428571
106,72.42857143,80.16666667,74.42857143,71.16666667,71.14285714,69.42857143,69.71428571,76.57142857
107,69.57142857,62.0,64.0,68.66666667,66.5,61.0,69.71428571,74.57142857
108,63.85714286,62.71428571,70.28571429,62.14285714,68.14285714,67.0,72.71428571,61.33333333
109,66.42857143,80.66666667,62.71428571,61.66666667,67.0,77.14285714,69.42857143,79.28571429
110,59.71428571,79.14285714,80.57142857,66.28571429,69.85714286,69.85714286,64.57142857,79.0
111,86.0,82.14285714,73.57142857,71.14285714,59.14285714,81.16666667,69.28571429,73.33333333
112,74.57142857,74.57142857,71.42857143,71.42857143,90.85714286,90.85714286,71.28571429,71.28571429
113,71.57142857,71.57142857,69.42857143,69.42857143,78.66666667,78.66666667,82.0,82.0
114,63.28571429,67.28571429,70.28571429,69.42857143,67.0,63.42857143,66.0,77.0
115,69.57142857,77.14285714,63.66666667,66.85714286,72.71428571,75.28571429,67.71428571,74.57142857
116,71.71428571,70.85714286,76.0,67.28571429,60.66666667,68.85714286,67.71428571,72.57142857
117,64.85714286,87.71428571,61.57142857,71.0,59.57142857,69.42857143,76.57142857,67.42857143
118,63.85714286,63.14285714,53.57142857,60.42857143,67.42857143,62.83333333,73.0,60.28571429
119,74.0,54.0,79.16666667,76.14285714,68.71428571,76.0,69.42857143,72.0
120,60.42857143,69.28571429,68.71428571,83.0,69.0,66.57142857,74.57142857,62.28571429
121,63.71428571,71.14285714,68.0,69.71428571,75.14285714,65.57142857,70.42857143,78.0
122,74.71428571,78.57142857,65.71428571,68.71428571,58.85714286,63.14285714,65.0,61.71428571
123,66.14285714,75.0,62.71428571,73.33333333,56.42857143,81.85714286,67.42857143,80.0
124,67.28571429,69.28571429,71.0,66.28571429,68.0,77.57142857,65.16666667,56.57142857
125,70.14285714,74.66666667,70.28571429,64.71428571,70.14285714,68.0,65.85714286,78.14285714
126,59.57142857,65.0,77.14285714,66.42857143,70.71428571,51.0,72.57142857,65.71428571
127,75.71428571,75.71428571,71.14285714,71.14285714,63.5,63.5,70.14285714,70.14285714
128,67.16666667,67.16666667,75.28571429,75.28571429,61.28571429,61.28571429,77.42857143,77.42857143
129,57.28571429,64.42857143,70.71428571,53.71428571,82.71428571,73.71428571,68.57142857,75.42857143
130,72.33333333,77.85714286,55.42857143,71.71428571,62.71428571,69.42857143,59.83333333,70.71428571
131,68.28571429,66.14285714,61.57142857,76.71428571,73.28571429,62.14285714,73.14285714,62.71428571
132,81.0,81.0,75.71428571,75.71428571,73.42857143,73.42857143,65.83333333,65.83333333
133,50.57142857,50.57142857,80.85714286,80.85714286,68.85714286,68.85714286,66.42857143,66.42857143
134,62.28571429,73.42857143,72.85714286,78.28571429,61.42857143,68.71428571,67.14285714,74.28571429
135,79.0,71.83333333,73.0,71.71428571,68.28571429,56.28571429,76.85714286,73.71428571
136,67.57142857,73.71428571,72.71428571,68.85714286,59.42857143,61.28571429,73.0,72.0
137,77.8,77.57142857,65.0,49.57142857,67.71428571,67.57142857,77.71428571,71.71428571
138,81.33333333,53.85714286,81.71428571,68.28571429,80.85714286,72.0,84.66666667,65.14285714
139,62.33333333,75.0,79.0,74.28571429,68.28571429,66.14285714,81.57142857,64.85714286
140,64.85714286,69.42857143,81.5,71.28571429,55.28571429,73.42857143,81.14285714,69.28571429
141,72.42857143,76.14285714,62.0,66.0,73.66666667,78.85714286,70.0,62.28571429
142,68.66666667,63.71428571,80.28571429,59.16666667,62.57142857,67.14285714,73.85714286,58.85714286
143,70.14285714,70.14285714,75.85714286,75.85714286,58.42857143,58.42857143,66.14285714,66.14285714
144,58.28571429,58.28571429,68.14285714,68.14285714,68.57142857,68.57142857,62.71428571,62.71428571
145,65.71428571,71.71428571,63.0,71.57142857,68.71428571,72.0,69.0,66.85714286
146,62.14285714,73.42857143,68.28571429,62.14285714,67.85714286,69.14285714,76.0,71.66666667
147,84.42857143,73.85714286,81.71428571,74.57142857,75.71428571,66.14285714,63.0,59.85714286
148,82.14285714,68.85714286,76.57142857,72.71428571,75.28571429,78.0,65.57142857,72.0
149,61.42857143,62.42857143,69.14285714,78.16666667,79.66666667,60.42857143,55.14285714,67.85714286
150,78.71428571,53.85714286,77.57142857,71.71428571,74.0,65.42857143,72.0,61.42857143
151,73.85714286,66.85714286,77.42857143,73.83333333,71.5,67.16666667,81.57142857,80.42857143
152,73.42857143,73.42857143,66.16666667,66.16666667,74.28571429,74.28571429,73.71428571,73.71428571
153,85.66666667,85.66666667,63.71428571,63.71428571,81.0,81.0,68.71428571,68.71428571
154,68.8,64.66666667,78.71428571,64.14285714,67.28571429,66.42857143,70.71428571,74.71428571
155,78.0,65.83333333,75.14285714,83.0,71.42857143,71.28571429,67.28571429,66.57142857
156,67.28571429,63.14285714,68.0,69.42857143,80.57142857,67.14285714,76.28571429,73.28571429
157,74.28571429,62.0,68.57142857,82.14285714,62.33333333,68.0,75.0,76.0
158,76.28571429,65.57142857,75.28571429,68.71428571,75.85714286,86.0,57.85714286,63.28571429
159,51.85714286,77.42857143,62.83333333,65.57142857,73.28571429,85.14285714,63.85714286,73.71428571
160,61.14285714,84.66666667,68.85714286,65.85714286,70.57142857,73.42857143,69.0,71.33333333
161,66.33333333,53.28571429,59.8,73.0,74.42857143,82.14285714,63.14285714,66.0
162,72.57142857,73.42857143,63.16666667,76.16666667,75.0,71.85714286,75.0,61.0
163,75.57142857,66.0,83.14285714,63.28571429,67.71428571,71.14285714,64.0,77.0
164,64.0,75.42857143,79.0,67.85714286,69.0,69.71428571,68.14285714,69.0
165,66.14285714,81.28571429,59.85714286,68.28571429,79.0,79.14285714,76.42857143,70.57142857
166,66.14285714,75.0,60.57142857,76.28571429,71.14285714,69.71428571,67.28571429,59.71428571
167,73.28571429,79.42857143,71.28571429,64.71428571,63.14285714,84.85714286,55.57142857,72.85714286
168,72.14285714,67.85714286,72.14285714,79.0,76.66666667,66.71428571,70.71428571,65.71428571
169,68.28571429,72.0,66.42857143,71.0,68.42857143,63.16666667,58.28571429,72.42857143
170,77.42857143,67.85714286,69.0,56.71428571,66.14285714,63.42857143,71.28571429,63.28571429
171,67.33333333,66.85714286,70.57142857,54.5,70.42857143,66.85714286,79.57142857,68.16666667
172,58.66666667,72.33333333,72.28571429,73.42857143,72.14285714,60.42857143,65.14285714,56.57142857
173,72.57142857,68.33333333,78.0,60.0,66.28571429,76.0,83.14285714,76.57142857
174,75.85714286,67.85714286,77.71428571,60.5,59.85714286,56.85714286,71.57142857,91.85714286
175,67.28571429,64.0,83.33333333,71.5,65.14285714,78.71428571,67.57142857,79.0
176,74.28571429,82.85714286,67.57142857,64.0,65.42857143,62.83333333,66.85714286,65.83333333
177,66.85714286,71.0,73.0,68.28571429,75.0,77.71428571,77.71428571,67.57142857
178,79.33333333,65.0,86.71428571,73.0,59.57142857,60.14285714,52.42857143,64.57142857
179,64.0,69.14285714,65.16666667,61.71428571,75.42857143,72.28571429,80.0,66.42857143
180,75.5,76.85714286,67.5,68.71428571,81.28571429,66.42857143,69.42857143,72.14285714
181,61.28571429,68.0,56.28571429,66.85714286,64.14285714,83.71428571,64.83333333,63.85714286
182,72.85714286,67.0,82.57142857,70.83333333,66.85714286,73.42857143,77.0,63.85714286
183,75.42857143,58.5,65.0,61.0,67.42857143,77.42857143,78.14285714,77.57142857
184,58.42857143,66.5,68.57142857,74.57142857,60.85714286,61.33333333,67.42857143,69.66666667
185,65.28571429,73.71428571,71.42857143,73.85714286,66.42857143,61.42857143,79.71428571,65.28571429
186,68.28571429,72.16666667,82.83333333,69.14285714,65.0,56.14285714,64.71428571,70.2
187,56.85714286,69.14285714,75.28571429,55.85714286,60.85714286,63.57142857,59.85714286,70.85714286
188,77.14285714,66.0,71.71428571,69.42857143,63.57142857,68.42857143,65.71428571,60.28571429
189,61.42857143,77.42857143,65.42857143,64.14285714,72.42857143,80.14285714,73.33333333,75.16666667
190,68.42857143,79.14285714,68.85714286,74.0,60.71428571,67.14285714,73.28571429,64.42857143
191,67.28571429,70.0,66.57142857,64.85714286,68.71428571,72.14285714,74.42857143,75.57142857
192,66.28571429,66.28571429,75.28571429,75.28571429,66.42857143,66.42857143,79.85714286,79.85714286
193,73.14285714,73.14285714,78.0,78.0,82.14285714,82.14285714,78.0,78.0
194,79.28571429,62.57142857,68.85714286,61.71428571,70.66666667,71.33333333,65.83333333,65.42857143
195,73.71428571,66.28571429,72.71428571,66.57142857,63.42857143,85.14285714,69.66666667,78.83333333
196,71.71428571,73.85714286,83.57142857,64.28571429,79.42857143,72.66666667,77.71428571,70.85714286
197,59.0,77.14285714,68.66666667,60.42857143,81.85714286,75.42857143,65.42857143,70.28571429
198,77.14285714,71.42857143,61.28571429,67.71428571,70.0,80.85714286,74.71428571,68.71428571
199,66.83333333,72.16666667,73.85714286,76.0,64.14285714,62.57142857,70.28571429,61.42857143
200,67.85714286,76.71428571,58.71428571,66.0,72.83333333,69.14285714,65.42857143,68.57142857
201,67.57142857,66.83333333,70.42857143,79.42857143,80.28571429,65.85714286,62.85714286,69.14285714
202,64.71428571,80.71428571,76.14285714,68.14285714,57.57142857,82.83333333,76.71428571,77.16666667
203,77.85714286,66.28571429,73.0,85.28571429,73.85714286,75.42857143,79.57142857,69.28571429
204,65.28571429,64.14285714,72.85714286,72.14285714,77.42857143,72.42857143,58.14285714,74.28571429
205,74.85714286,65.42857143,72.71428571,69.14285714,69.71428571,65.14285714,67.57142857,71.85714286
206,73.0,73.42857143,71.0,69.71428571,61.57142857,64.28571429,70.0,59.66666667
207,64.28571429,71.85714286,69.85714286,67.28571429,57.42857143,64.28571429,61.57142857,65.14285714
208,77.33333333,67.42857143,61.57142857,72.14285714,53.66666667,70.0,68.14285714,76.57142857
209,69.0,62.42857143,78.57142857,72.28571429,72.71428571,84.57142857,70.85714286,70.57142857
210,67.71428571,72.0,75.0,68.57142857,69.71428571,70.28571429,72.42857143,59.33333333
211,70.85714286,61.57142857,70.14285714,70.28571429,83.85714286,73.85714286,69.42857143,71.28571429
212,74.71428571,67.42857143,69.14285714,76.0,60.42857143,79.28571429,67.42857143,79.42857143
213,78.33333333,72.28571429,76.42857143,76.28571429,64.85714286,60.33333333,74.57142857,63.42857143
214,74.57142857,66.0,62.0,67.14285714,63.85714286,75.57142857,76.14285714,59.14285714
215,74.0,65.28571429,61.42857143,60.85714286,63.71428571,81.42857143,61.14285714,76.66666667
216,73.14285714,71.57142857,75.14285714,71.85714286,62.8,72.57142857,69.85714286,72.28571429
217,77.85714286,60.85714286,79.42857143,74.28571429,74.14285714,81.0,62.57142857,71.85714286
218,65.57142857,66.57142857,72.71428571,80.42857143,89.42857143,66.71428571,63.71428571,60.85714286
219,60.85714286,73.0,68.57142857,59.14285714,70.71428571,61.57142857,64.71428571,55.85714286
220,62.57142857,66.6,77.71428571,77.83333333,80.14285714,75.71428571,76.14285714,60.14285714
221,72.0,69.28571429,67.71428571,59.14285714,68.0,64.0,65.57142857,78.42857143
222,66.57142857,63.57142857,75.85714286,56.28571429,68.0,66.85714286,67.28571429,65.28571429
223,66.0,69.14285714,70.0,66.71428571,65.71428571,69.71428571,64.16666667,63.57142857
224,64.85714286,58.14285714,62.42857143,81.0,58.42857143,60.71428571,74.71428571,81.14285714
225,72.57142857,61.14285714,71.71428571,69.14285714,75.28571429,60.85714286,54.14285714,73.42857143
226,77.28571429,66.16666667,64.0,66.14285714,75.85714286,75.28571429,78.71428571,63.28571429
227,69.33333333,67.85714286,68.66666667,72.14285714,66.71428571,69.42857143,79.16666667,73.71428571
228,70.85714286,65.0,63.42857143,65.28571429,62.57142857,74.71428571,72.57142857,70.0
229,61.57142857,74.57142857,65.42857143,78.14285714,62.85714286,79.33333333,67.71428571,60.71428571
230,69.42857143,78.42857143,67.85714286,81.0,76.57142857,81.28571429,61.85714286,58.66666667
231,67.0,53.0,78.28571429,77.14285714,74.42857143,69.42857143,74.14285714,71.71428571
232,67.28571429,76.0,74.28571429,80.0,62.71428571,86.28571429,67.0,64.71428571
233,84.0,69.85714286,77.71428571,66.28571429,65.85714286,80.28571429,73.57142857,65.14285714
234,63.28571429,72.28571429,74.0,59.42857143,75.57142857,74.33333333,60.71428571,80.28571429
235,66.85714286,84.33333333,66.57142857,60.42857143,60.57142857,73.57142857,64.33333333,61.71428571
236,79.71428571,64.66666667,82.71428571,70.14285714,65.71428571,70.71428571,70.85714286,84.66666667
237,65.66666667,70.0,68.14285714,71.14285714,73.28571429,71.28571429,72.57142857,67.16666667
238,70.85714286,78.42857143,75.85714286,64.42857143,74.0,55.0,72.14285714,76.66666667
239,83.14285714,76.14285714,59.42857143,68.14285714,65.28571429,70.57142857,67.71428571,67.28571429
240,65.85714286,63.42857143,71.14285714,68.0,83.42857143,64.71428571,66.5,73.0
241,71.42857143,57.0,75.14285714,57.83333333,78.14285714,74.83333333,78.16666667,66.42857143
242,77.0,72.14285714,71.83333333,68.85714286,70.57142857,73.14285714,75.42857143,57.57142857
243,63.28571429,60.28571429,73.57142857,64.0,55.8,69.71428571,58.57142857,72.85714286
244,70.57142857,76.71428571,76.0,71.71428571,74.14285714,68.28571429,57.14285714,70.0
245,62.28571429,74.57142857,70.0,73.0,73.42857143,69.42857143,70.0,67.42857143
246,56.0,79.71428571,66.28571429,63.42857143,69.71428571,64.85714286,70.0,67.42857143
247,61.57142857,78.85714286,79.42857143,59.28571429,79.57142857,71.85714286,72.28571429,67.71428571
248,74.42857143,69.57142857,64.28571429,62.14285714,62.14285714,69.57142857,69.33333333,69.14285714
249,72.85714286,75.14285714,62.85714286,71.57142857,79.14285714,64.71428571,74.42857143,66.0
250,59.14285714,73.85714286,61.14285714,79.57142857,61.57142857,73.57142857,68.85714286,60.85714286
251,72.57142857,61.14285714,70.57142857,59.14285714,59.71428571,64.85714286,66.71428571,69.57142857
252,74.71428571,68.71428571,74.42857143,61.57142857,59.85714286,64.42857143,70.85714286,85.85714286
253,73.57142857,77.71428571,66.0,56.83333333,65.16666667,67.28571429,67.42857143,73.0
254,65.85714286,72.42857143,60.0,71.28571429,53.85714286,68.85714286,70.85714286,66.28571429
255,67.71428571,65.28571429,58.42857143,78.71428571,68.28571429,62.14285714,75.66666667,73.14285714
256,72.42857143,75.83333333,60.85714286,77.0,68.28571429,75.0,63.28571429,72.14285714
257,83.28571429,71.0,63.14285714,82.42857143,68.71428571,75.85714286,69.28571429,66.85714286
258,68.57142857,68.57142857,65.14285714,65.14285714,66.57142857,66.57142857,71.57142857,71.57142857
259,61.28571429,61.28571429,75.85714286,75.85714286,69.42857143,69.42857143,61.0,61.0
260,68.85714286,68.85714286,65.71428571,65.71428571,81.85714286,81.85714286,73.57142857,73.57142857
261,68.85714286,68.85714286,52.0,52.0,67.42857143,67.42857143,58.85714286,58.85714286
262,66.83333333,83.0,63.42857143,69.0,84.14285714,69.75,76.28571429,65.57142857
263,63.57142857,65.57142857,77.42857143,61.42857143,83.28571429,84.33333333,72.16666667,69.33333333
264,67.71428571,65.0,61.71428571,69.57142857,81.85714286,66.71428571,58.71428571,56.57142857
265,68.42857143,64.42857143,68.71428571,64.57142857,78.57142857,58.57142857,57.71428571,78.5
266,69.28571429,82.42857143,80.0,68.28571429,73.14285714,67.14285714,57.71428571,72.42857143
267,66.85714286,56.28571429,72.71428571,62.85714286,65.71428571,66.0,73.42857143,81.71428571
268,67.85714286,66.42857143,69.14285714,61.71428571,76.57142857,70.28571429,67.85714286,83.57142857
269,67.71428571,68.14285714,75.57142857,50.71428571,65.28571429,66.0,52.16666667,63.28571429
270,66.42857143,71.71428571,76.57142857,78.14285714,67.85714286,63.14285714,65.28571429,58.85714286
271,62.42857143,72.14285714,62.14285714,81.0,57.57142857,74.66666667,74.85714286,74.16666667
272,73.85714286,60.16666667,44.28571429,77.28571429,74.71428571,82.42857143,78.57142857,58.57142857
273,62.14285714,76.85714286,69.5,75.57142857,71.71428571,69.71428571,79.71428571,72.57142857
274,66.33333333,60.42857143,72.5,65.57142857,75.83333333,66.71428571,53.28571429,52.71428571
275,87.0,82.42857143,73.14285714,72.71428571,61.83333333,72.71428571,67.57142857,58.28571429
276,59.14285714,67.42857143,62.71428571,64.16666667,68.57142857,75.85714286,70.66666667,57.0
277,76.0,69.14285714,61.14285714,72.42857143,63.66666667,62.5,67.0,67.85714286
278,71.33333333,80.14285714,60.71428571,67.85714286,63.42857143,81.42857143,66.71428571,73.14285714
279,56.71428571,71.0,79.16666667,58.85714286,75.57142857,78.85714286,76.57142857,81.42857143
280,70.85714286,69.14285714,76.28571429,78.14285714,65.57142857,61.71428571,72.42857143,65.57142857
281,74.28571429,70.71428571,72.71428571,73.57142857,70.14285714,66.0,70.28571429,62.6
282,76.85714286,58.28571429,62.14285714,82.66666667,63.42857143,65.71428571,69.6,74.57142857
283,65.0,74.57142857,64.42857143,67.14285714,68.42857143,70.14285714,73.14285714,64.33333333
284,73.14285714,77.71428571,67.85714286,73.85714286,67.83333333,65.85714286,60.0,82.28571429
285,73.85714286,73.85714286,75.71428571,75.71428571,68.14285714,68.14285714,67.85714286,67.85714286
286,63.85714286,63.85714286,57.71428571,57.71428571,61.0,61.0,64.57142857,64.57142857
287,78.0,78.0,64.33333333,64.33333333,76.83333333,76.83333333,66.14285714,66.14285714
288,60.33333333,60.33333333,60.28571429,60.28571429,68.42857143,68.42857143,73.5,73.5
289,69.14285714,69.14285714,63.14285714,63.14285714,64.14285714,64.14285714,66.28571429,66.28571429
290,68.16666667,68.16666667,70.0,70.0,83.5,83.5,70.85714286,70.85714286
291,80.71428571,51.28571429,66.42857143,80.71428571,71.42857143,71.0,64.14285714,72.57142857
